Vendor,Category,SubCategory,Contract,City,State,Phone,Email,URL,Small_Business
MODEFI CORP,Industrial Products and Services,Cleaning Supplies,47QSMS25D0045,LITTLETON,CO,7203177467,gsasales@modefi.us,http://www.modefi.us,s
MSI DEFENSE SOLUTIONS LLC,Industrial Products and Services,Cleaning Supplies,GS-30F-015BA,MOORESVILLE,NC,704-660-8348,dswintal@msidefense.com,http://msidefense.com,s
NATIONAL CHEMICAL LABORATORIES OF PA INC,Industrial Products and Services,Cleaning Supplies,47QSWA23D0037,PHILADELPHIA,PA,2159221200,jsocha@nclonline.com,https://www.nclonline.com/,s
NATIVE GREEN LLC,Industrial Products and Services,Cleaning Supplies,GS-07F-0490V,ORION,MI,248-365-4204,sherri@nativegreen.com,http://www.gonativegreen.com,s
NEW WAVE CLEANING SOLUTIONS LLC,Industrial Products and Services,Cleaning Supplies,47QSWA23D0056,LAS VEGAS,NV,334-819-5400,admin@new-wave-clean.com,http://www.new-wave-clean.com,s
"NT SALES AND LEASING, INC.",Industrial Products and Services,Cleaning Supplies,47QSMS24D0009,WATERTOWN,SD,206-931-3998,daryl@cudausa.com,https://www.cudausa.com/,s
NUGENERATION TECHNOLOGIES LLC,Industrial Products and Services,Cleaning Supplies,GS-07F-0252W,EMERYVILLE,CA,877-454-4472,snewton@dcciconsulting.com,http://www.nugentec.com,s
OIL SPONGE LLC,Industrial Products and Services,Cleaning Supplies,47QSMS25D008S,CHANDLER,AZ,(480) 503-2847,beau@oilsponge.com,http://www.OilSponge.com,s
ORISON MARKETING L.L.C.,Industrial Products and Services,Cleaning Supplies,47QSWA23D003W,FLOWER MOUND,TX,972-899-9234,kcorley@orisonllc.com,http://www.orisonllc.com,s
PEAK SOLUTIONS CORP,Industrial Products and Services,Cleaning Supplies,47QSWA22D006K,PALM HARBOR,FL,919-391-5993,peaksolutionswj@gmail.com,https://gopeak.net,s
PELLERIN MILNOR CORPORATION,Industrial Products and Services,Cleaning Supplies,47QSWA18D009F,KENNER,LA,504-712-7654,rmunch@milnor.com,http://www.milnor.com,s
"PIERCE COMMERCIAL LAUNDRY DISTRIBUTORS, L.L.C.",Industrial Products and Services,Cleaning Supplies,GS-07F-9391S,MANDEVILLE,LA,9856350346,rmcdonald@piercecommercial.com,http://www.piercecommercial.com,s
"PIKE SYSTEMS, INC.",Industrial Products and Services,Cleaning Supplies,47QSMS24D00AH,MONTGOMERY,IL,6308966373,cquinn@pikesystems.com,http://www.pikesystems.com,s
PRISTINE HD LLC,Industrial Products and Services,Cleaning Supplies,47QSWA23D001E,FAR ROCKAWAY,NY,516-383-3268,jacob.pereg@pristinehd.com,http://www.pristinehd.com,s
"PRO BUY SOLUTIONS, LLC",Industrial Products and Services,Cleaning Supplies,GS-07F-0485W,AMBLER,PA,(215) 740-3399,connie.probuy@gmail.com,http://www.gsaadvantage.gov,s
"Q PERFORMANCE, LLC",Industrial Products and Services,Cleaning Supplies,47QSMS24D0082,SAINT PETERS,MO,3145469004,info@qperformance.com,https://www.qperformance.com/,s
"RCG OF NORTH CAROLINA, LLC",Industrial Products and Services,Cleaning Supplies,47QSWA19D003D,PINEHURST,NC,(910) 565-2446,rguillot@rcg-nc.com,http://www.rcg-nc.com,s
RED HILL VENTURES LLC,Industrial Products and Services,Cleaning Supplies,47QSWA20D0009,HOUSTON,TX,832-295-0605,gsa@redhillsupply.com,www.redhillsupply.com,s
REGULUS GLOBAL LLC,Industrial Products and Services,Cleaning Supplies,47QSWA21D007S,VIRGINIA BEACH,VA,757-235-1831,btefft@regulusglobal.com,http://regulusglobal.com,s
RISE COMMODITIES LLC,Industrial Products and Services,Cleaning Supplies,47QSMS24D0036,BAYTOWN,TX,3102783100,MLR@progovsolutions.com,http://www.risecommodities.com,s
ROI HEALTHCARE SUPPLIES LLC,Industrial Products and Services,Cleaning Supplies,47QSMS24D00BQ,LEAWOOD,KS,816-804-0907,barbara@annkareinc.com,http://www.annkareinc.com,s
S&Y TRADING CORP OF NEW JERSEY,Industrial Products and Services,Cleaning Supplies,47QSWA22D0070,BOCA RATON,FL,(561) 395-4333,sales@sandytrading.com,http://www.sandytrading.com,s
"SANIGLAZE INTERNATIONAL, LLC",Industrial Products and Services,Cleaning Supplies,47QSMS24D004N,JACKSONVILLE,FL,800-874-5554,michele.y@saniglaze.com,http://www.saniglaze.com,s
"SEA MILD BIOTECHNOLOGY CO., LTD.",Industrial Products and Services,Cleaning Supplies,47QSMS26D000N,TAOYUAN CITY,,886-3-4688698,iris_weng@seamild.com.tw,https://seamild.com.tw/,s
"SECURITY 20/20, INC.",Industrial Products and Services,Cleaning Supplies,GS-07F-0577T,LOS ANGELES,CA,310-475-7780,info@securityprousa.com,https://www.securityprousa.com/,s
"SHORT AND SIMPLE SUPPLIES, INC.",Industrial Products and Services,Cleaning Supplies,47QSMS24D008U,TAMPA,FL,813-972-4142,Carlee@shortandsimplesupplies.com,https://www.shortandsimplesupplies.com/,s
"SOS SYSTEMS, LLC",Industrial Products and Services,Cleaning Supplies,47QSMS24D009E,ODESSA,TX,817-7093949,w@hotternhell.us,http://www.hotternhell.us,s
SOUTHWEST CHEMICAL CO OF LAWTON INC,Industrial Products and Services,Cleaning Supplies,GS-07F-190BA,LAWTON,OK,5803555926,SWCHEMSHAWN@YAHOO.COM,http://SOUTHWESTCHEMICALCO.COM,s
SPARTAN INNOVATIONS & SOLUTIONS INC,Industrial Products and Services,Cleaning Supplies,47QSMS25D000V,JACKSONVILLE,NC,9103818150,john@spartan-solutions.net,https://www.spartan-solutions.net/,s
"SPILL 911, INC.",Industrial Products and Services,Cleaning Supplies,47QSWA23D0036,ZIONSVILLE,IN,800-474-5911,johnmoore@spill911.com,https://spill911.com/,s
"SPOTLESS WATER SYSTEMS, LLC",Industrial Products and Services,Cleaning Supplies,47QSMS25D0097,PUNTA GORDA,FL,8585309993,todd@crspotless.com,http://crspotless.com,s
STERILE SERVICES CO,Industrial Products and Services,Cleaning Supplies,47QSEA19D0002,MIAMI,FL,800-977-7974,carter@ssc1.com,http://www.mysterileservices.com,s
"SUNSHINE MAKERS, INC.",Industrial Products and Services,Cleaning Supplies,47QSWA19D000Y,HUNTINGTON BEACH,CA,5627956040,hlytwynec@simplegreen.com,http://www.simplegreen.com,s
TERA CONSULTING INC.,Industrial Products and Services,Cleaning Supplies,47QTCA18D00C3,LEVITTOWN,NY,718-813-7755,kbajwa@teraconsultinginc.com,http://www.teraconsultinginc.com,s
THE H.A.B.I.T.S GROUP LLC,Industrial Products and Services,Cleaning Supplies,47QSWA22D0086,AUSTIN,TX,1-512-789-3108,government@thehabitsgroup.net,http://www.thehabitsgroup.net,s
THE RUHOF CORPORATION,Industrial Products and Services,Cleaning Supplies,GS-07F-0054X,MINEOLA,NY,800-537-8463,dmackay@ruhof.com,https://www.ruhof.com/,s
THE TRANZONIC COMPANIES,Industrial Products and Services,Cleaning Supplies,47QSWA22D009N,RICHMOND HEIGHTS,OH,800-321-2840,jlevine@ccpind.com,http://www.tranzonic.com,s
"THEG, INC",Industrial Products and Services,Cleaning Supplies,47QSWA21D0083,TEANECK,NJ,(201) 384-1434,david.cho@fineandclear.com,http://www.fineandclear.com/,s
"TL SERVICES, INC.",Industrial Products and Services,Cleaning Supplies,GS-21F-0185W,RIVERVIEW,FL,813-641-2730,julia.pringle@tlservices.com,http://www.tlservices.com,s
UNITED REMEDIATION TECHNOLOGY LLC,Industrial Products and Services,Cleaning Supplies,47QSMS24D008T,ETNA,PA,412-788-2444,rbarrett@unireminc.com,https://unireminc.com/,s
US1 SUPPLY LLC,Industrial Products and Services,Cleaning Supplies,47QSMS24D000F,CYPRESS,TX,(713)447-9600,robert.reedus@us1supply.com,http://www.us1supply.com/,s
USA LEASE INC,Industrial Products and Services,Cleaning Supplies,GS-07F-0026Y,WEST COLUMBIA,SC,803-719-0202,Ladybroker99@AOL.com,http://usasupplyproducts.com,s
"V3GATE, LLC",Industrial Products and Services,Cleaning Supplies,GS-35F-0486V,COLORADO SPRINGS,CO,719-237-0381,GSAschedule@V3Gate.com,https://www.v3gate.com/,s
VERBEEK DISTRIBUTORS LLC,Industrial Products and Services,Cleaning Supplies,47QSMS24D005G,YOUNGSTOWN,OH,3305599972,ddavila@gameoutsolutions.com,http://gameoutsolutions.com,s
"VETERAN COMMERCIAL CLEANING, LLC",Industrial Products and Services,Cleaning Supplies,47QSMS25D00A3,GADSDEN,AL,(256) 298-9453,jtjohnson@veterancommercialcleaning.com,https://www.veterancommercialcleaning.com,s
"VICTORY SYSTEMS, LLC",Industrial Products and Services,Cleaning Supplies,47QSWA20D005M,ZEBULON,NC,703-303-1752,GSAORDERS@VICTORYSYS.com,http://WWW.VICTORYSYS.COM,s
"WARTECH INDUSTRIES, LLC",Industrial Products and Services,Cleaning Supplies,47QSMS24D0006,LEESVILLE,LA,636-290-8666,wgreer@wartechllc.com,http://wartechllc.com,s
"WEXFORD LABS, INC.",Industrial Products and Services,Cleaning Supplies,GS-07F-057AA,SAINT LOUIS,MO,314-966-4134,maryanne.auer@wexfordlabs.com,http://www.wexfordlabs.com,s
WILSON DEPENDABLE SERVICES LLC,Industrial Products and Services,Cleaning Supplies,47QSWA22D005J,WASHINGTON,DC,202-519-3593,support@wdslifesci.com,http://www.wdslifesci.com,s
ZOGICS LLC,Industrial Products and Services,Cleaning Supplies,GS-07F-0560W,LENOX,MA,888-623-0088,gsa@zogics.com,http://www.zogics.com,s
ZORBENT LLC,Industrial Products and Services,Cleaning Supplies,47QSMS24D007T,HINSDALE,IL,312-543-8088,russ@zorbent.com,http://www.zorbent.com,s
ALDEVRA LLC,Industrial Products and Services,Cleaning Supplies,GS-07F-175AA,KALAMAZOO,MI,269-350-1337,sales@aldevra.com,http://www.aldevra.com,s
ARIS CHEMICAL & SUPPLY CO,Industrial Products and Services,Cleaning Supplies,GS-07F-080GA,AURORA,OH,(704)799-9163,tami@arischemical.com,http://www.arischemical.com,s
ATLANTIC ULTRAVIOLET CORPORATION,Industrial Products and Services,Cleaning Supplies,47QSMS25D000K,HAUPPAUGE,NY,631-273-0500 X122,ckopp@atlanticuv.com,http://atlanticultraviolet.com,s
DIAMOND FITNESS SYSTEMS INC,Industrial Products and Services,Cleaning Supplies,GS-03F-0026W,MENIFEE,CA,(951)698 - 0782,info-dfs@hotmail.com,http://www.diamondfitnesssystems.com,s
FEDERAL CONTRACTS LLC,Industrial Products and Services,Cleaning Supplies,GS-03F-113DA,TAMPA,FL,813-631-0000,sales@federalcontractscorp.com,http://www.federalcontractscorp.com,s
FOXTHREE LLC,Industrial Products and Services,Cleaning Supplies,47QSMS24D002V,MURFREESBORO,TN,9016744986,mike@davisgroupe.com,https://foxthreellc.com/,s
GARRATT-CALLAHAN COMPANY,Industrial Products and Services,Cleaning Supplies,GS-07F-0105Y,BURLINGAME,CA,650-697-5811,lmaafu@g-c.com,http://garrattcallahan.com/,s
GERM PATROL LLC,Industrial Products and Services,Cleaning Supplies,47QSWA23D006J,EASTHAM,MA,7272820026,jlezdey@yahoo.com,http://www.germbrothers.com,s
"GOODEARTH DISTRIBUTION, LLC",Industrial Products and Services,Cleaning Supplies,47QSMS24D00BV,FORT LEE,NJ,2012594318,steven.shorr@goodearthproducts.com,http://www.GoodEarthProducts.com,s
MCKESSON MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,Industrial Products and Services,Cleaning Supplies,47QSWA23D003Z,HENRICO,VA,(804) 653-1147,Ashley.Guerieri@McKesson.com,http://mms.mckesson.com/fss,
MICROBIALOGIC LLC,Industrial Products and Services,Cleaning Supplies,47QSWA19D007L,MESA,AZ,480-962-3714,bill@microbialogic.com,http://www.microbialogic.com,s
"NEUTEX ADVANCED ENERGY GROUP, INC.",Industrial Products and Services,Cleaning Supplies,47QSWA18D009K,HOUSTON,TX,281-638-3534,CROMANI@neutexworld.com,http://www.neutexled.com,s
"NOREX GROUP, LLC",Industrial Products and Services,Cleaning Supplies,GS-07F-252BA,VALENCIA,CA,(310) 492-5113,norexgrp@gmail.com,http://www.norexgroup.com,s
PUNATI CHEMICAL CORP.,Industrial Products and Services,Cleaning Supplies,47QSMS25D0095,AUBURN HILLS,MI,248-672-6163,jatkinson@punati.com,http://www.punati.com,s
SAFEWARE INC,Industrial Products and Services,Cleaning Supplies,47QSMS24D000B,LANHAM,MD,301-683-1234,hwarwick@safewareinc.com,http://www.safewareinc.com,s
SELECT SAFETY SALES LLC,Industrial Products and Services,Cleaning Supplies,GS-07F-0395V,CLARK,NJ,(973) 650-1512,mkane@selectsafetysales.com,http://www.selectsafetysales.com,s
TSA CLEAN LLC,Industrial Products and Services,Cleaning Supplies,47QRAA21D003N,VIRGINIA BEACH,VA,262-385-8506,info@oncallbio.com,http://www.oncallbiosouthcarolina.com,s
"US COATING SPECIALTIES & SUPPLIES, INC",Industrial Products and Services,Cleaning Supplies,47QSMS25D00AR,JACKSON,MS,WASHINGTON,earlwashington@uscoatingspecialties.com,https://www.uscoatingspecialties.com/,s
VICTOR FORWARD LLC,Industrial Products and Services,Cleaning Supplies,GS-07F-0120V,VIRGINIA BEACH,VA,800-958-1601,sales@victorforward.com,http://www.victorforward.com,s
"ZOOM PRODUCTS, LLC.",Industrial Products and Services,Cleaning Supplies,47QSMS25D002Y,LA MESA,CA,941-952-8297,ZOOMWIPES@GMAIL.COM,http://www.zoomwipes.com,s
ALASKA GARDEN & PET SUPPLY INC,Industrial Products and Services,Industrial Products,47QSMS25D009K,ANCHORAGE,AK,907-222-2055,c.campbell@alaskamillandfeed.com,http://www.alaskamillandfeed.com,s
AQUATOMIC PRODUCTS CO INC,Industrial Products and Services,Industrial Products,GS-07F-0164Y,FAIRFAX,VA,(703)691-1111,shudson@aquatomic.com,www.aquatomc.com,s
"BARCLAY WATER MANAGEMENT, INC.",Industrial Products and Services,Industrial Products,GS-07F-0041Y,NEWTON,MA,617-213-4051,ruth.shaw@ecolab.com,http://www.barclaywater.com,s
"BERVEN INDUSTRIES, LLC",Industrial Products and Services,Industrial Products,47QSWA22D000Y,DENVER,CO,303-459-2500,laura@newdealdeicing.com,http://www.newdealdeicing.com,s
GENERAL ATOMICS INTERNATIONAL SERVICES CORP,Industrial Products and Services,Industrial Products,47QSWA19D0036,FORT MADISON,IA,800-346-7237,bid-receiving@cryotech.com,http://www.cryotech.com,
"INDUSTRIAL WATER ENGINEERING, INC.",Industrial Products and Services,Industrial Products,GS-07F-0190Y,ALBUQUERQUE,NM,505-345-5055,BCOMBS@INDUSTRIALWATER.NET,http://WWW.INDUSTRIALWATER.NET,s
"MID-SOUTH CHEMICAL COMPANY, INC.",Industrial Products and Services,Industrial Products,47QSWA23D002X,RINGGOLD,LA,337-453-6443,kayers@midsouthchemical.com,http://www.midsouthchemical.com,s
"NINJA DE-ICER, LLC",Industrial Products and Services,Industrial Products,47QSWA23D005J,GREEN BAY,WI,(920)471-0389,justin@ninjadeicer.com,www.ninjadeicer.com/,s
PREMIER WATER & ENERGY TECHNOLOGY INC,Industrial Products and Services,Industrial Products,GS-07F-0222Y,JACKSONVILLE,FL,904-268-1152,mchrist@premierwater.com,http://www.premierwater.com,s
SENECA MINERAL COMPANY,Industrial Products and Services,Industrial Products,GS-07F-0067Y,ERIE,PA,814-476-0076,lori@senecamineral.com,https://www.senecamineral.com/,s
"SOILWORKS, LLC",Industrial Products and Services,Industrial Products,47QSMS24D001Q,SCOTTSDALE,AZ,800-545-5420,chad@soilworks.com,http://www.soilworks.com,s
AMERIPRO GROUP LLC,Industrial Products and Services,Industrial Products,47QRAA26D0034,JACKSON,MS,(601)824-1860,kfaulkner@fce-engineering.com,,s
"AMERIWATER, LLC",Industrial Products and Services,Industrial Products,47QSWA22D002W,DAYTON,OH,937-461-8833,gsacontracts@ameriwater.com,https://www.ameriwater.com/,s
AQUALOGIX LLC,Industrial Products and Services,Industrial Products,47QSWA23D007G,PALM BEACH GARDENS,FL,858-442-4550,mrichardson@aqualogix.com,http://www.aqualogix.com,s
"AQUAMEDIX, LLC",Industrial Products and Services,Industrial Products,47QSMS25D0094,EDEN PRAIRIE,MN,952-479-0636,jackb@aquamedix.net,http://aquamedix.net,s
"ASPEN WATER, INC.",Industrial Products and Services,Industrial Products,47QSWA23D0054,RICHARDSON,TX,972-889-9500,kimberly@aspenwater.com,http://aspenwater.com,s
"ATLANTIC DIVING SUPPLY, INC.",Industrial Products and Services,Industrial Products,47QSMA19D08Q1,VIRGINIA BEACH,VA,757-416-7505,gsa@adsinc.com,http://www.adsinc.com,s
B. DAVID CO INC,Industrial Products and Services,Industrial Products,47QSMS25D00CC,MINNEAPOLIS,MN,952-884-8417,bruce.ribnick@bdavidwater.com,https://www.bdavidwater.com,s
CH2O INC,Industrial Products and Services,Industrial Products,GS-07F-0398Y,TUMWATER,WA,3609436063,cshelton@ch2o.com,http://www.ch2o.com,s
"CHARDON LABORATORIES, INC",Industrial Products and Services,Industrial Products,47QSWA20D009F,REYNOLDSBURG,OH,800-848-9526,mwelsh@chardonlabs.com,http://www.chardonlabs.com,s
CHEM-AQUA INC,Industrial Products and Services,Industrial Products,47QSWA23D009E,IRVING,TX,972-438-0237,jerold.murray@chemaqua.com,http://www.chemaqua.com,
"CHEMTREAT, INC.",Industrial Products and Services,Industrial Products,GS-07F-0139Y,GLEN ALLEN,VA,804-935-2383,tracyg@chemtreat.com,http://www.chemtreat.com,
"CHOICECOMM, LLC",Industrial Products and Services,Industrial Products,47QTCA25D00BW,MOUNT AIRY,MD,301-831-0063,office@choicecomm.com,http://www.choicecomm.com,s
COASTLINE LTD.,Industrial Products and Services,Industrial Products,GS-07F-0225Y,ALEXANDRIA,VA,703-461-0200,david.anderson@coastlineltd.com,http://www.coastlineltd.com,s
"DIESEL AMERICA WEST, INC.",Industrial Products and Services,Industrial Products,GS-07F-9443S,FRIDAY HARBOR,WA,360-378-4182,info@dawest.com,http://www.dawest.com,s
"ECOJOHN, INC.",Industrial Products and Services,Industrial Products,47QSWA22D005S,NORTH LITTLE ROCK,AR,501-833-0144,sjohansson@ecojohn.com,http://www.shop.ecojohn.com,s
"ENVIREMEDIAL SERVICES, INC.",Industrial Products and Services,Industrial Products,GS-07F-149DA,OCEANSIDE,CA,7609451166,EILEEN@ENVIREMEDIAL.COM,http://WWW.ESICLEANWATER.COM,s
FILTER ENGINEERING CORPORATION,Industrial Products and Services,Industrial Products,GS-07F-0035W,TROY,MI,586-268-7300,TDABALDO@FILTERENGINEERING.COM,http://www.filterengineering.com,s
"G2 LABORATORIES, LLC",Industrial Products and Services,Industrial Products,47QSMS26D000R,GLADWYNE,PA,6109525299,eric@g2labs.com,http://www.g2labs.com,s
"GRACE ENVIRONMENTAL SERVICES, INC.",Industrial Products and Services,Industrial Products,47QRAA22D000Z,THOUSAND OAKS,CA,805-431-6253,cgrace@graceenviro.com,http://www.graceenviro.com,s
"HD SUPPLY FACILITIES MAINTENANCE, LTD.",Industrial Products and Services,Industrial Products,47QSWA22D002Q,WAUKEGAN,IL,847-775-6924,ktaylor@usabluebook.com,http://www.usabluebook.com,
"HIGHLAND ENGINEERING, INC.",Industrial Products and Services,Industrial Products,GS-07F-0199U,HOWELL,MI,517-548-4372,jeff@HIGH-ENG.COM,http://WWW.HIGH-ENG.COM,s
"HYDRO ENGINEERING INNOVATION, LLC",Industrial Products and Services,Industrial Products,GS-07F-0217Y,SOUTH SALT LAKE,UT,8019721181,csmith@hydroblaster.com,http://WWW.HYDROBLASTER.COM,s
INTERNATIONAL CHEMSTAR INCORPORATED,Industrial Products and Services,Industrial Products,47QSWA21D006P,MIDDLE RIVER,MD,410-391-7516,jwood@chemstarwater.com,http://www.chemstarwater.com,s
KARCHER NORTH AMERICA INC,Industrial Products and Services,Industrial Products,47QSWA19D005Z,FAYETTEVILLE,AR,804-807-1547,Anthony.winstead@karcher.com,http://www.karcher.com/usa/Home.htm,
KLENZOID INC,Industrial Products and Services,Industrial Products,47QSWA19D004L,CONSHOHOCKEN,PA,800-825-9495,Jeff_Rudolph@Klenzoidinc.com,http://www2.klenzoidinc.com/,s
KURITA AMERICA INC,Industrial Products and Services,Industrial Products,47QSWA22D0080,MINNEAPOLIS,MN,214-789-8090,d.lattin@kurita-america.com,http://www.kuritaamerica.com/,
LIQUA FLOW PUMP COMPANY,Industrial Products and Services,Industrial Products,47QSWA18D0043,STATESVILLE,NC,704-233-3377,christina@liquaflowpump.com,http://www.liquaflowpump.com,s
NALCO COMPANY LLC,Industrial Products and Services,Industrial Products,GS-07F-0176Y,NAPERVILLE,IL,331-237-1778,kay.williams@ecolab.com,http://www.nalco.com,
NORCHEM CORP,Industrial Products and Services,Industrial Products,47QSMS24D006F,LOS ANGELES,CA,323-221-0221,vaughn@norchemcorp.com,http://wwww.norchemcorp.com,s
"POWER ENGINEERING COMPANY, INC.",Industrial Products and Services,Industrial Products,GS-07F-0215Y,SALT LAKE CITY,UT,801-532-6072,ch@pecowater.com,http://pecowater.com,s
"READY ALLIANCE GROUP, INC.",Industrial Products and Services,Industrial Products,47QSMS25D006L,SALT LAKE CITY,UT,13852701085,jared@readyalliance.com,http://mypatriotsupply.com,s
"SAN JOAQUIN CHEMICALS, INC.",Industrial Products and Services,Industrial Products,47QSMS24D00CG,FRESNO,CA,559-252-3727,office.manager@sjc-inc.com,http://www.sjc-inc.com,s
SYNTEC CORPORATION,Industrial Products and Services,Industrial Products,47QSMS25D0070,NEW CASTLE,DE,3024218393,THERESA@SYNTEC.COM,http://www.syntec.com,s
THE MACLEAN GROUP LLC,Industrial Products and Services,Industrial Products,47QSWA22D000M,SACRAMENTO,CA,919-915-2877,nmason@macleanhealth.com,http://www.themacleangroup.net,s
TMI SALT PURE CORP,Industrial Products and Services,Industrial Products,47QSWA23D0032,PORT ORCHARD,WA,1-360-871-3930,chele@tmiaquatics.com,http://www.tmiaquatics.com,s
"TOTEMIC BUSINESS SOLUTIONS, LLC",Industrial Products and Services,Industrial Products,GS-07F-192GA,MONTPELIER,VA,804-334-7873,tgilardi@totemicsolutions.com,http://www.totemicsolutionsllc.com,s
"VEOLIA WTS USA, INC.",Industrial Products and Services,Industrial Products,GS-07F-0227Y,FEASTERVILLE TREVOS,PA,(864)617-8072,paul.howland@veolia.com,,
"WATER FILTER EXCHANGE, INC",Industrial Products and Services,Industrial Products,47QSMS25D00AT,AZUSA,CA,818-808-2541,blacksea7171@gmail.com,http://www.AmericanFilterCompany.com,s
WATER TREATMENT SERVICES INC.,Industrial Products and Services,Industrial Products,47QSWA19D0051,MONROEVILLE,PA,800-817-5116 -709,BARBARAK@WTSERVICESLLC.COM,http://WWW.WTSFIRSTDEFENSE.com,s
"XYLEM DEWATERING SOLUTIONS, INC",Industrial Products and Services,Industrial Products,47QSMS24D00C6,BRIDGEPORT,NJ,412-670-3247,michael.ivory@xylem.com,http://www.xylem.com,
ALL HANDS FIRE EQUIPMENT LLC,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSWA20D00AR,NEPTUNE,NJ,732-599-9706,scott@allhandsfire.com,http://www.allhandsfire.com,s
ANCHORTEX CORP,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSWA22D0018,WEST BERLIN,NJ,8567685240,abender@anchortex.com,http://www.anchortex.com,s
CASCADE FIRE EQUIPMENT CO,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-07F-0275Y,WHITE CITY,OR,800-654-7049,sales@cascadefire.com,http://WWW.CASCADEFIRE.COM,s
"CHARTER INDUSTRIAL SUPPLY, INC.",Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-07F-159GA,SAN DIEGO,CA,858-467-0200,neil@charterindustrial.com,http://www.charterindustrial.com,s
HARRINGTON INDUSTRIAL PLASTICS LLC,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSWA23D008S,CHINO,CA,909-597-8641,alanderos@hipco.com,https://www.hipco.com,s
LN CURTIS & SONS,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSWA18D009Y,WALNUT CREEK,CA,602-228-3550,ahenderson@lncurtis.com,http://www.lncurtis.com,s
"MES SERVICE COMPANY, LLC",Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-07F-0348V,SANDY HOOK,CT,757-567-4792,kchapman@mesfire.com,http://www.mesfire.com/,s
"NEWTON FIRE & SAFETY EQUIPMENT, INC",Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-07F-0419X,GRAHAM,NC,(336)578-3931,seth@newtonsfire.com,www.newtonsfire.com,s
NORTH AMERICA FIRE EQUIPMENT CO INC,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-07F-0304W,DECATUR,AL,256-353-7100,jacque.flory@nafeco.com,http://WWW.NAFECO.COM,s
"RAYCO SUPPLY, INC.",Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-07F-074BA,VIRGINIA BEACH,VA,(757)431-0698,rayco@raycosupply.com,http://www.raycosupply.com,s
"SAN DIEGO OCEAN ENTERPRISES, INC",Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSMA23D08QG,SAN DIEGO,CA,858-565-9474,govsales@oceanenterprises.com,http://www.oceanenterprises.com,s
"SEVA TECHNICAL SERVICES, INC.",Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-21F-089BA,NEWPORT NEWS,VA,757-930-0065,brent.welcher@sevatechnical.com,https://www.sevatechnical.com/,s
THE MALLORY CO.,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-07F-0311Y,LONGVIEW,WA,704-780-1135,carolyn.banks@mallory.com,http://www.malloryco.com,s
TITAN FITTINGS LLC,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSMS25D0038,DENVER,CO,915-227-4149,rkim@titanfittings.com,https://www.titanfittings.com,s
VORTEX SYSTEMS LLC,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSWA18D003A,ALBUQUERQUE,NM,4808485603,bsandoval@vortexsystems.us,http://www.vortexsystems.us,s
WILSON COMPANY,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSMS26D0014,ADDISON,TX,(214) 846-6671,jbillman@wilson-company.com,https://www.wilson-company.com/,s
WITMER PUBLIC SAFETY GROUP INC,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-07F-0080T,COATESVILLE,PA,484-288-6402,GovSales@thefirestore.com,http://www.thefirestore.com/page.aspx/contentid/64,s
BOTACH INC.,Industrial Products and Services,Industrial Products,47QSHA19D003Y,LAS VEGAS,NV,1 786 282-8680,chushim@botach.com,http://www.botach.com,s
"CESCO, INC.",Industrial Products and Services,Industrial Products,47QSWA18D00AD,NORTH CHARLESTON,SC,843-760-3000,randy.fulmer@blastandpaint.com,http://www.blastandpaint.com,s
CLAYTON ASSOCIATES INC,Industrial Products and Services,Industrial Products,GS-07F-228BA,LAKEWOOD,NJ,7323632100,sales@jclayton.com,http://www.jclayton.com,s
"GRAND NORTHERN PRODUCTS, LLC",Industrial Products and Services,Industrial Products,GS-07F-0283V,BYRON CENTER,MI,616-304-7795,sconant@grandnorthern.com,http://www.grandnorthern.com,s
M.N. GUMBERT CORP,Industrial Products and Services,Industrial Products,GS-07F-0436V,TULSA,OK,918-382-7788,mccblast@aol.com,http://WWW.SOTABRASIVES.COM,s
"MPC INDUSTRIES, INC.",Industrial Products and Services,Industrial Products,GS-07F-0037U,MAYNARDVILLE,TN,865-805-0866,SHUFENDU@YAHOO.COM,http://XOFFABRASIVE@MSN.COM,s
