Vendor,Category,SubCategory,Contract,City,State,Phone,Email,URL,Small_Business
RC QUARTERMASTER LLC,Industrial Products and Services,Industrial Products,47QSMS24D00CF,SILVER SPRING,MD,1-301-219-6069,charles@rcquartermaster.com,https://rcquartermaster.com,s
SAFEWARE INC,Industrial Products and Services,Cleaning Supplies,47QSMS24D000B,LANHAM,MD,301-683-1234,hwarwick@safewareinc.com,http://www.safewareinc.com,s
"SHEPHERD ELECTRIC COMPANY, LLC",Industrial Products and Services,Hardware and Tools,47QSMS25D004T,ROSEDALE,MD,8002531777,shepherd-gsa@shepherdelec.com,http://www.shepherdelec.com,
SONCO WORLDWIDE INC,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSMS24D0019,CAPITOL HEIGHTS,MD,240-728-5754,ahession@sonco.com,http://www.sonco.com,s
"STEEL POINT SOLUTIONS, LLC",Information Technology,Cloud Services,GS-35F-329DA,CALVERTON,MD,3013838112,lthawkins@steelpoint-llc.com,https://www.steelpoint-llc.com,s
"STEEL SECURITY, CORP.",Security and Protection,Security Services,47QSWA23D009B,COLUMBIA,MD,301-991-6622,nathan@steelsecuritycorp.com,http://www.steelsecuritycorp.com,s
STEELTOAD CONSULTING LLC,Information Technology,IT Services,47QTCA20D00BS,BALTIMORE,MD,18333338623,JULIE@STEELTOAD.COM,http://www.steeltoad.com,s
TATCO SERVICES INC.,Industrial Products and Services,Industrial Products,GS-21F-165AA,LA PLATA,MD,888-926-0005,daves2274@aol.com,http://www.tatcoservices.com,s
THE BALTIMORE AUTO SUPPLY COMPANY,Industrial Products and Services,Hardware and Tools,47QSHA23D000J,HALETHORPE,MD,4109161718,sherryberlin@baltimoreauto.net,http://www.baltimoreauto.net,s
"THE SCALE PEOPLE, INC.",Industrial Products and Services,Test and Measurement Supplies,GS-07F-179DA,COLUMBIA,MD,(410) 309-5880,marlena@scalepeople.com,http://www.scalepeople.com,s
"TILT UP CONSTRUCTION, INC.",Facilities,Facilities Maintenance and Repair,47QSHA23D001E,WEST RIVER,MD,4107870350,DPHILLIPS@TILTUPINC.COM,http://WWW.TILTUPINC.COM,s
VETERAN INFRASTRUCTURE LLC,Industrial Products and Services,Industrial Products,47QSMS25D0080,PIKESVILLE,MD,443-800-2350,Support@veteraninfrastructure.com,http://www.veteraninfrastructure.com,s
"WILLETT CONSTRUCTION SERVICES, INC.",Industrial Products and Services,Industrial Products,47QSWA23D005X,WHITE PLAINS,MD,(301)645-9638,ckwillett@willettcsinc.com,http://www.willettcs.com,s
ZNET TECH LLC,Industrial Products and Services,Industrial Products,47QTCA18D003S,BETHESDA,MD,949-412-0561,SNEWTON@DCCICONSULTING.COM,http://WWW.ZNETTECH.COM,s
"ACTION TERMITE & PEST CONTROL, INC.",Industrial Products and Services,Industrial Products,47QSHA19D0007,TOMS RIVER,NJ,800-920-0906,michael@actionpestcontrol.com,http://www.actionpestcontrol.com/,s
ALL HANDS FIRE EQUIPMENT LLC,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSWA20D00AR,NEPTUNE,NJ,732-599-9706,scott@allhandsfire.com,http://www.allhandsfire.com,s
AMERICAN DIVING SUPPLY LLC,Industrial Products and Services,Hardware and Tools,47QSMA23D08QU,EGG HARBOR TOWNSHIP,NJ,609-646-5090,gsa@americandivingsupply.com,http://www.americandivingsupply.com,s
ANCHORTEX CORP,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSWA22D0018,WEST BERLIN,NJ,8567685240,abender@anchortex.com,http://www.anchortex.com,s
"AP&G CO., INC.",Industrial Products and Services,Industrial Products,47QSMS26D002A,BAYONNE,NJ,(347)525-8493,gsa@catchmasterpro.com,https://catchmasterpro.com/,s
B2B SUPPLIES USA LLC,Industrial Products and Services,Cleaning Supplies,47QREA23D001J,PLAINSBORO,NJ,6097993800,government@printingsuppliesusa.com,http://www.printingsuppliesusa.com,s
BLUE STAR OF NJ INC.,Industrial Products and Services,Cleaning Supplies,GS-07F-199BA,WOODBURY,NJ,856-848-4236,noel@bluestarnj.com,http://www.bluestarnj.com,s
CASES BY SOURCE INC,Industrial Products and Services,Packaging,47QSMS24D00AW,MAHWAH,NJ,201-831-0005,gsasales@casesbysource.com,http://www.casesbysource.com,s
CHEMSPA INDUSTRIES INC,Industrial Products and Services,Industrial Products,GS-07F-0195W,EAST HANOVER,NJ,9733861158,stevenm@spapartners.com,http://www.spapartners.com,s
CLAYTON ASSOCIATES INC,Industrial Products and Services,Industrial Products,GS-07F-228BA,LAKEWOOD,NJ,7323632100,sales@jclayton.com,http://www.jclayton.com,s
"DIAMOND CHEMICAL CO., LLC",Industrial Products and Services,Cleaning Supplies,47QSWA18D0068,EAST RUTHERFORD,NJ,201-935-4300,orders@diamondchem.com,http://www.diamondchem.com,s
"DODGE CONSTRUCTION NETWORK, LLC",Professional Services,Marketing and Public Relations,47QRAA21D0099,HAMILTON,NJ,413-471-9517,carolyn.aliaga@construction.com,http://www.construction.com,
FORDION PACKAGING LTD.,Industrial Products and Services,Packaging,47QREA23D0007,WYCKOFF,NJ,(201) 692-1344,bmcmanus@fordion.com,http://www.fordion.com,s
GARON PRODUCTS INC,Industrial Products and Services,Industrial Products,47QSMS26D0004,SEA GIRT,NJ,732-722-1920,jdcrowley@garonproducts.com,https://www.garonproducts.com,s
"GOODEARTH DISTRIBUTION, LLC",Industrial Products and Services,Cleaning Supplies,47QSMS24D00BV,FORT LEE,NJ,2012594318,steven.shorr@goodearthproducts.com,http://www.GoodEarthProducts.com,s
GRANT ENGINEERING & CONSTRUCTION GROUP LLC,Professional Services,Technical and Engineering Services (non-IT),47QRAA23D0001,NEWARK,NJ,(973)358-5020,bgrant@grantecg.com,HTTPS://WWW.GRANTECG.COM,s
HILLTOP PRO SERVICES LLC,Industrial Products and Services,Industrial Products,47QSMS24D00C5,MIDLAND PARK,NJ,2019832597,ea@hilltopproservices.com,http://hilltopproservices.com,s
INDIAS HERITAGE INC,Industrial Products and Services,Industrial Products,47QSMS24D008C,SECAUCUS,NJ,646-387-3580,dipti@indiasheritage.net,http://www.indiasheritage.net,s
JFK SUPPLIES INC,Industrial Products and Services,Packaging,GS-02F-0156Y,EDISON,NJ,(732)985-7800,fred@jfksuppliesinc.com,http://www.jfksuppliesinc.com,s
"KRYDON GROUP, INC.",Industrial Products and Services,Industrial Products,47QSWA20D009H,CHERRY HILL,NJ,(877) 854-1342,gsaorders@krydon.com,http://www.krydon.com,s
MERCURY FLOOR MACHINES INC,Industrial Products and Services,Cleaning Supplies,GS-07F-140CA,ENGLEWOOD,NJ,714-901-8400,garry@us-group.com,http://www.mercuryfloormachines.com,s
MULTIFORCE SYSTEMS CORP,Industrial Products and Services,Fuel Management,GS-07F-0311V,PRINCETON,NJ,609-683-4242,joek@fuelforce.com,http://www.fuelforce.com,s
NETA SCIENTIFIC INC,Industrial Products and Services,Test and Measurement Supplies,47QSMS24D000Y,MARLTON,NJ,(800) 343-6015,compliance@netascientific.com,https://www.netascientific.com,s
NM CAPITAL LLC,Industrial Products and Services,Packaging,47QSMS25D0036,EDISON,NJ,(732)887-6462,NMCapitalllc@gmail.com,https://nmcapitalllc.com,s
PENN TOOL CO INC,Industrial Products and Services,Hardware and Tools,GS-06F-0042S,MAPLEWOOD,NJ,8005264956,brandon@penntoolco.com,https://www.penntoolco.com/,s
PLASTIC EXPRESS INC.,Industrial Products and Services,Hardware and Tools,47QSMS25D007S,UNION,NJ,718-499-1119,cs@plex247.com,http://www.plex247.com,s
"PREMIER & COMPANIES, INC.",Industrial Products and Services,Industrial Products,47QSEA20D0043,SECAUCUS,NJ,866-412-2472,government@premierandco.com,https://www.premierandcompanies.com,s
RAM ENGINEERING SOLUTIONS CORP,Industrial Products and Services,Industrial Products,GS-07F-0590X,PARAMUS,NJ,201-703-5020,sales@ram-engineering.com,http://www.ram-engineering.com,s
"RJM SALES, INC.",Industrial Products and Services,Industrial Products,47QSMS25D00BN,SOMERSET,NJ,610-892-2901,peteb@rjmsales.com,https://rjmsales.com/,s
SELECT SAFETY SALES LLC,Industrial Products and Services,Cleaning Supplies,GS-07F-0395V,CLARK,NJ,(973) 650-1512,mkane@selectsafetysales.com,http://www.selectsafetysales.com,s
STAR LINEN INC,Industrial Products and Services,Industrial Products,47QSWA22D003M,MOORESTOWN,NJ,800-782-7999,cbryant@starlinen.com,http://ww.starlinen.com,s
"TECHNOLOGY DYNAMICS, INC.",Industrial Products and Services,Industrial Products,GS-07F-0190T,BERGENFIELD,NJ,2013850500,rubain@novaelectric.com,http://www.novaelectric.com,s
"THEG, INC",Industrial Products and Services,Cleaning Supplies,47QSWA21D0083,TEANECK,NJ,(201) 384-1434,david.cho@fineandclear.com,http://www.fineandclear.com/,s
TIGERPAK INC,Industrial Products and Services,Packaging,GS-02F-0206W,MOONACHIE,NJ,201-438-3515,pharencak@lpsind.com,http://www.tigerpak.com,s
TRAFFIC SAFETY SERVICE LLC,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSWA23D002V,SOUTH PLAINFIELD,NJ,9085614800,mp@trafficsafetyservice.com,http://www.trafficsafetyservice.com,s
"TRI-LIFT NJ, INC.",Industrial Products and Services,Machinery and Components,47QMCA23D0008,NORTH BRUNSWICK,NJ,7322200444,gsa@tri-liftnj.com,http://tri-liftnj.com,s
TURTLE & HUGHES INC,Industrial Products and Services,Industrial Products,47QSWA22D0072,CLARK,NJ,(732) 574-3600,gsaorders@turtle.com,http://www.turtle.com,
W & S SUPPLY CO INC,Industrial Products and Services,Hardware and Tools,GS-21F-014DA,ELMWOOD PARK,NJ,201-773-9451,steve@wssupplyco.com,http://www.elizabethindustrial.com,s
WURTH U.S.A. INC,Industrial Products and Services,Hardware and Tools,GS-06F-0052S,RAMSEY,NJ,201-825-2710,samantha.martino@wurthusa.com,http://www.wurthusa.com,
"XYLEM DEWATERING SOLUTIONS, INC",Industrial Products and Services,Industrial Products,47QSMS24D00C6,BRIDGEPORT,NJ,412-670-3247,michael.ivory@xylem.com,http://www.xylem.com,
BOTACH INC.,Industrial Products and Services,Industrial Products,47QSHA19D003Y,LAS VEGAS,NV,1 786 282-8680,chushim@botach.com,http://www.botach.com,s
JS PRODUCTS INC,Industrial Products and Services,Hardware and Tools,47QSMS25D0016,LAS VEGAS,NV,702-315-1491,ismercina@jsproducts.com,http://www.jsproducts.com,s
MANUFACTURING AUTOMATION & SOFTWARE SYSTEMS INC,Information Technology,IT Software,GS-35F-0145Y,LAS VEGAS,NV,8187091269,kalvarez@massgroup.com,http://www.massgroup.com,s
NATIVE AMERICAN TRANSFORMER SERVICES INC,Industrial Products and Services,Industrial Products,GS-07F-477AA,RENO,NV,8006287564,gsasales@nativetransformer.com,http://www.nativetransformer.com,s
NEW WAVE CLEANING SOLUTIONS LLC,Industrial Products and Services,Cleaning Supplies,47QSWA23D0056,LAS VEGAS,NV,334-819-5400,admin@new-wave-clean.com,http://www.new-wave-clean.com,s
RPM TECHNOLOGY LLC,Industrial Products and Services,Industrial Products,47QSWA22D004R,RENO,NV,(973)610-8813,jim@rpm-technology.com,http://www.rpm-technology.com,s
RUST BULLET LLC,Industrial Products and Services,Industrial Products,47QSWA21D0044,RENO,NV,775-829-5606,admin@rustbullet.com,http://WWW.RUSTBULLET.COM,s
"SNAP-LOC CARGO CONTROL SYSTEMS, LLC",Industrial Products and Services,Packaging,47QSMS26D002Q,LAS VEGAS,NV,(937)360-1267,jenny@gsalogic.net,http://www.snaploc.com,s
A-LINE ACCESSORIES INC.,Industrial Products and Services,Hardware and Tools,47QSHA18D000L,CHESTER,NY,845-782-8000,eugene@alineaccessories.com,http://WWW.ALINEACCESSORIES.COM,s
ACCUSPEC PACKAGING CORP,Industrial Products and Services,Packaging,GS-02F-027DA,DUNDEE,NY,607-292-3010,russell.smith@accuspecpackaging.com,http://www.accuspecpackaging.com/,s
"ACME SUPPLY CO., LTD.",Industrial Products and Services,Industrial Products,47QSWA18D006P,GLEN COVE,NY,800-567-8025,BN@ACMESUPPLY.US,http://www.acmesupply.us,s
"ALDEN EQUIPMENT, INC.",Industrial Products and Services,Industrial Products,47QSWA20D0044,AMSTERDAM,NY,518-842-6704,aldenandris@gmail.com,http://www.aldenequipment.com,s
"ALLEYMOR, INC.",Industrial Products and Services,Industrial Products,47QSWA22D007J,KINGSTON,NY,845-340-9700,pestmasterny@aol.com,http://hudsonvalley.pestmaster.com/,s
"AMERICAN PACKAGING I, INC.",Industrial Products and Services,Industrial Products,47QSEA20D003D,AUBURN,NY,315-253-4809,turbo1407@aol.com,http://WWW.GSAADVANTAGE.GOV,s
ATLANTIC ULTRAVIOLET CORPORATION,Industrial Products and Services,Cleaning Supplies,47QSMS25D000K,HAUPPAUGE,NY,631-273-0500 X122,ckopp@atlanticuv.com,http://atlanticultraviolet.com,s
B & T CONSTRUCTION LOGISTICS INC,Industrial Products and Services,Hardware and Tools,47QSMS24D007P,POUGHKEEPSIE,NY,917-364-7864,tim.polmateer@btconlog.com,http://www.btconstructionlogistics.com/,s
"BIG SHINE WORLDWIDE, INC.",Industrial Products and Services,Industrial Products,GS-07F-125GA,NEWBURGH,NY,845-444-5255,merealess@bigshineenergy.com,http://www.bigshineled.com,s
BLINK SUPPLIES INC,Industrial Products and Services,Cleaning Supplies,47QSEA23D0037,BROOKLYN,NY,347-844-9050,gitty@blinksupplies.com,https://www.blinksupplies.com,s
CARNEGIE FABRICS LLC,Industrial Products and Services,Industrial Products,47QSWA21D0022,ROCKVILLE CENTRE,NY,828-320-1176,rteague@carnegiefabrics.com,http://carnegiefabrics.com/,s
CREATIVE REWARDS INC,Industrial Products and Services,Packaging,GS-03F-063DA,BROOKLYN,NY,718-437-2367,sales@creativerewards.com,http://www.creativerewards.com,s
CREST GOOD MANUFACTURING CO INC,Industrial Products and Services,Industrial Products,GS-07F-9652S,SYOSSET,NY,516-921-7260,Philg@crestgood.com,http://crestgood.com,s
CULINARY DEPOT INC.,Industrial Products and Services,Industrial Products,GS-07F-0211V,SPRING VALLEY,NY,845-414-2230,elip@culinarydepot.biz,http://www.culinarydepotinc.com,s
EDEN GENERAL CONSTRUCTION NY INC.,Information Technology,IT Hardware,47QTCA23D00BJ,BRONX,NY,914-979-2797,info@edengroupusa.com,https://www.edengroupusa.com,s
F C I TECH INC.,Industrial Products and Services,Hardware and Tools,GS-02F-0008V,BROOKLYN,NY,888-219-0753,govsales@fcitech.com,http://www.fcitech.com,s
FLOW-RIGHT PLUMBING & HEATING CORP.,Industrial Products and Services,Industrial Products,47QSMS25D003E,STATEN ISLAND,NY,7185241020,rich@flowrightcorp.com,http://www.flowrightcorp.com,s
"H. L. DALIS, INC.",Industrial Products and Services,Industrial Products,47QSMS25D007G,ASTORIA,NY,(718)361-1100,hldalis@aol.com,http://www.hldalis.com,s
INDUSTRIAL STRENGTH INDUSTRIES LLC,Security and Protection,Protective Equipment,47QSHA19D0053,OYSTER BAY,NY,516-413-2251,ara@industrialstrengthsupply.com,http://www.industrialstrengthsupply.com,s
"ITIN SCALE CO., INC.",Industrial Products and Services,Test and Measurement Supplies,GS-07F-9655S,BROOKLYN,NY,718-336-5900,steve@itinscales.com,http://www.itinscales.com,s
"KELLY & HAYES ELECTRICAL SUPPLY OF L.I., INC.",Industrial Products and Services,Industrial Products,47QSWA23D009V,NESCONSET,NY,6314673939,gsa@kellyhayes.com,http://www.kellyhayes.com,s
"LODGING KIT COMPANY, INC",Industrial Products and Services,Industrial Products,47QSWA20D0068,BOONVILLE,NY,800-328-8439,jandrews@lodgingkit.com,http://www.lodgingkit.com,s
"MAPLE AMHERST ASSOCIATES, INC.",Industrial Products and Services,Hardware and Tools,47QSHA18D001E,BUFFALO,NY,7166884488,HECTORS876@YAHOO.COM,http://HECTORSHARDWARE.BIZ,s
"METALCRAFT MARINE US, INC.",Transportation and Logistics Services,Motor Vehicles (non-Combat),47QSWA20D000E,WATERTOWN,NY,800-410-8464,bob@metalcraftmarine.com,http://www.metalcraftmarine.com,s
MOHAWK LIFTS LLC,Industrial Products and Services,Machinery and Components,GS-07F-207AA,AMSTERDAM,NY,518-842-1431,sperlstein@mohawklifts.com,http://www.mohawklifts.com/gov,s
"MSC INDUSTRIAL DIRECT CO., INC.",Industrial Products and Services,Hardware and Tools,47QSHA18D002C,MELVILLE,NY,800-970-1173,GovTeam@mscdirect.com,https://www.mscdirect.com,
NATIONAL COMPRESSOR EXCHANGE INC,Industrial Products and Services,Industrial Products,47QSMS24D005C,MASPETH,NY,(718)417-9100,jrs@nationalcompressor.com,www.nationalcompressor.com,s
PONDEROSA PACKAGING CORP.,Industrial Products and Services,Packaging,47QSMS25D009G,MELVILLE,NY,917-686-6489,Lara@ponderosapack.com,ponderosapack.com,s
"POWERHOUSE INDUSTRIES, INC.",Industrial Products and Services,Industrial Products,47QSWA19D002N,EASTPORT,NY,6313255555,bill@jiffyjump.com,http://www.val6heat.com,s
PRISTINE HD LLC,Industrial Products and Services,Cleaning Supplies,47QSWA23D001E,FAR ROCKAWAY,NY,516-383-3268,jacob.pereg@pristinehd.com,http://www.pristinehd.com,s
"PROGRESSIVE HARDWARE CO., INC.",Industrial Products and Services,Industrial Products,47QSWA19D0068,EAST NORTHPORT,NY,(631) 757-8866,bill@progressive-hardware.com,https://www.progressive-hardware.com,s
"S&B COMPUTER & OFFICE PRODUCTS, INC.",Industrial Products and Services,Hardware and Tools,47QSEA20D0079,ROUND LAKE,NY,1 800254-8089,os4@sbcomputers-office.com,http://www.sbcomputers-office.com,s
"SHERRILL MANUFACTURING, INC.",Facilities,Food Service Equipment,GS-07F-0485V,SHERRILL,NY,1-315-280-0727,matt.roberts@sherrillmfg.com,http://www.sherrillmfg.com,s
"STAR POLY BAG, INC.",Industrial Products and Services,Packaging,47QSEA20D009G,BROOKLYN,NY,718-384-3130,chaya@starpoly.com,http://www.starpoly.com,s
"STERILIZ, LLC",Industrial Products and Services,Industrial Products,GS-07F-193BA,PENFIELD,NY,5854696188,steve@steriliz.us,http://www.rduvc.com,s
"SUPPLY KING USA, LLC",Industrial Products and Services,Industrial Products,47QSHA22D0022,NANUET,NY,917-268-9222,sales@supplykingusa.com,http://www.supplykingusa.com,s
TERA CONSULTING INC.,Industrial Products and Services,Cleaning Supplies,47QTCA18D00C3,LEVITTOWN,NY,718-813-7755,kbajwa@teraconsultinginc.com,http://www.teraconsultinginc.com,s
THE RUHOF CORPORATION,Industrial Products and Services,Cleaning Supplies,GS-07F-0054X,MINEOLA,NY,800-537-8463,dmackay@ruhof.com,https://www.ruhof.com/,s
VISIONTRON CORP,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,47QSMA19D08QC,HOLTSVILLE,NY,631-582-8600,donnag@visiontron.com,http://www.visiontron.com,s
"WHOLESALE IN MOTION GROUP, INC",Industrial Products and Services,Industrial Products,47QSMS25D0012,BROOKLYN,NY,3472475231,govop@wholesalesockdeals.com,http://www.wholesalesockdeals.com,s
A RIFKIN CO,Industrial Products and Services,Packaging,47QSEA18D001Q,HANOVER TOWNSHIP,PA,570 825 9551,jleffler@arifkin.com,http://www.arifkin.com,s
"ADVANCED MANUFACTURING TECHNOLOGY VENTURES, LLC",Professional Services,Business Administrative Services,47QRAA18D0017,ERIE,PA,412-680-5041,bmccracken@amtvllc.com,http://firstlinkanalytics.com,s
"ALLFACILITIES, INC.",Industrial Products and Services,Industrial Products,47QSMS24D005Q,JAMESTOWN,PA,(724)454-6445,dianne@allfacilities.com,http://www.allfacilities.com,s
"AMERIGAS PROPANE, L.P.",Industrial Products and Services,Industrial Products,GS-07F-001GA,KING OF PRUSSIA,PA,484-949-5854,JANE.HENISE@AMERIGAS.COM,http://www.amerigas.com,
"ASHLAND INDUSTRIAL SERVICES, LLC",Facilities,Facilities Maintenance and Repair,47QSHA18D002K,NEW FREEDOM,PA,877-347-8801,sclasing@aisco.org,http://www.aisco.org,s
ATD AMERICAN CO,Industrial Products and Services,Industrial Products,47QSMS25D000S,WYNCOTE,PA,215-576-1000,gcoughlan@atd-american.com,http://WWW.ATD-AMERICAN.COM,s
BLACK RHINO RECYCLING INC,Industrial Products and Services,Industrial Products,GS-07F-0333X,CLAIRTON,PA,800-974-4669,KEITH@BLACKRHINOPRODUCTS.COM,http://WWW.BLACKRHINOPRODUCTS.COM,s
CAPP LLC,Industrial Products and Services,Hardware and Tools,GS-21F-0116X,CLIFTON HEIGHTS,PA,800-356-8000,hello@cappusa.com,https://cappusa.com,
DERSTINES INC,Industrial Products and Services,Cleaning Supplies,47QSWA23D004R,SELLERSVILLE,PA,267-354-2699,csheerin@derstines.com,http://www.derstines.com/,s
DIGITAL PLAZA LLC,Industrial Products and Services,Industrial Products,GS-03F-011DA,AMBLER,PA,2157155680,scott@digitalplazadirect.com,http://www.DIGITALPLAZADIRECT.COM,s
FED CREW INC,Industrial Products and Services,Packaging,47QSMS24D004M,COLLEGEVILLE,PA,4842148321,oliver.shah@fedcrew.com,https://fedcrew.com,s
FISHER SCIENTIFIC COMPANY L.L.C.,Industrial Products and Services,Test and Measurement Supplies,GS-07F-161BA,PITTSBURGH,PA,1-800-766-7000,GSA.Orders@thermofisher.com,http://WWW.FISHERSCI.COM,
FSR CONSULTING LLC,Industrial Products and Services,Packaging,47QTCA21D008L,LANSDALE,PA,484 214 6541,frank@cirrussystemsus.com,http://cirrussystemsus.com/,s
"G. R. NOTO ELECTRICAL CONSTRUCTION, INC.",Facilities,Facilities Maintenance and Repair,47QSMS25D0054,SOUTH ABINGTON TOWN,PA,570-586-1600,renee.h@grnotoelectric.com,http://grnotoelectric.com,s
"G2 LABORATORIES, LLC",Industrial Products and Services,Industrial Products,47QSMS26D000R,GLADWYNE,PA,6109525299,eric@g2labs.com,http://www.g2labs.com,s
GREEN CHEM LABORATORIES LLC,Industrial Products and Services,Industrial Products,47QSWA23D004B,PHILADELPHIA,PA,800-964-3151,GABBY@GREENCHEMLABS.COM,http://www.greenchemlabs.com,s
HARDWARE AND SUPPLY COMPANY OF CHESTER,Industrial Products and Services,Hardware and Tools,47QSMS24D004Z,CHESTER,PA,610-876-6166,support@hschester.com,http://www.hschester.com,s
HOMELAND INDUSTRIAL SUPPLY INC,Industrial Products and Services,Industrial Products,47QSWA19D001R,GARNET VALLEY,PA,844-350-1550,patrick.king@homelandindustrialsupply.com,http://www.homelandindustrialsupply.com,s
HORIZON SUPPLY COMPANY,Industrial Products and Services,Hardware and Tools,47QSMS25D0007,NEW CASTLE,PA,(724)856-3994,jroe@horizon-equip.com,https://www.horizonsupplycompany.com/,s
IDEAL SUPPLIES LLC,Industrial Products and Services,Industrial Products,47QSMS25D000W,BENSALEM,PA,(215)669-5096,j.landis@idealsuppliesllc.com,http://www.idealsuppliesllc.com,s
"J&J PALLET AND RECYCLING, LLC",Industrial Products and Services,Industrial Products,47QSMS25D008N,CHAMBERSBURG,PA,717-504-8296,jjpallets@yahoo.com,http://jjpallets.com,s
JUSTMAR LLP,Industrial Products and Services,Industrial Products,GS-07F-0065V,TARENTUM,PA,8662913129,justmarn@justmar.net,http://www.justmargov.us/,s
KLENZOID INC,Industrial Products and Services,Industrial Products,47QSWA19D004L,CONSHOHOCKEN,PA,800-825-9495,Jeff_Rudolph@Klenzoidinc.com,http://www2.klenzoidinc.com/,s
MEGA SUPPLY STORE LLC,Industrial Products and Services,Industrial Products,47QSWA22D0065,BENSALEM,PA,2678254385,tanya@megasupplystore.com,http://www.megasupplypro.com,s
MOSEBACH MANUFACTURING CO,Industrial Products and Services,Industrial Products,GS-07F-0200Y,PITTSBURGH,PA,(412)221-5626,wrelliott@mosebachresistors.com,http://www.mosebachresistors.com,s
NATIONAL CHEMICAL LABORATORIES OF PA INC,Industrial Products and Services,Cleaning Supplies,47QSWA23D0037,PHILADELPHIA,PA,2159221200,jsocha@nclonline.com,https://www.nclonline.com/,s
NATIONAL ENERGY CONTROL CORPORATION,Industrial Products and Services,Industrial Products,47QSWA20D000V,HAVERTOWN,PA,717-405-3430,wpeachey@peakcapitalcompany.com,http://necc-controls.com,s
OUR REMEDY LLC,Industrial Products and Services,Industrial Products,47QSWA21D004G,ZIONSVILLE,PA,(215) 783-5478,deb@thebetterbungee.com,http://www.thebetterbungee.com,s
PACKAGING HORIZONS CORP,Industrial Products and Services,Packaging,GS-02F-044GA,EASTON,PA,6105590900,ramarkey@packaginghorizons.com,http://www.alertsecurityproducts.com,s
"PARADIGM LABS, INC.",Industrial Products and Services,Industrial Products,47QSMS26D000U,PINE GROVE,PA,5703452600,bkmaier@paradigmlabs.us,http://www.paradigmlabs.us,s
"PARADISE PILLOW, INC.",Industrial Products and Services,Industrial Products,GS-07F-0170T,PHILADELPHIA,PA,215.225.8700,Govsales@paradisepillow.com,http://www.thelinenfactory.com,s
PETROLEUM SERVICE CO,Industrial Products and Services,Industrial Products,47QSHA22D001H,WILKES BARRE,PA,570-822-1151,abrady@petroleumservicecompany.com,http://www.petroleumservicecompany.com/,s
"PRO BUY SOLUTIONS, LLC",Industrial Products and Services,Cleaning Supplies,GS-07F-0485W,AMBLER,PA,(215) 740-3399,connie.probuy@gmail.com,http://www.gsaadvantage.gov,s
RED ORANGE NORTH AMERICA INC.,Industrial Products and Services,Industrial Products,47QSMS24D005S,FORT WASHINGTON,PA,267-218-7377,matthew.oconnor@redorange.com,http://redorange.com,s
"RENTOKIL NORTH AMERICA, INC.",Industrial Products and Services,Industrial Products,GS-21F-019AA,READING,PA,609-517-3576,andy.clark@rentokil-terminix.com,https://www.rentokil.com,
ROOFING RESOURCES INC,Facilities,Structures,47QSMS24D002W,KENNETT SQUARE,PA,610-558-4000,jcordrey@teamrri.com,http://www.teamrri.com,s
SENECA MINERAL COMPANY,Industrial Products and Services,Industrial Products,GS-07F-0067Y,ERIE,PA,814-476-0076,lori@senecamineral.com,https://www.senecamineral.com/,s
SINGER EQUIPMENT CO INC,Industrial Products and Services,Industrial Products,GS-07F-0417Y,ELVERSON,PA,910-912-6736,ccoppola@singerequipment.com,https://www.singerequipment.com,
STEWART-AMOS EQUIPMENT CO,Industrial Products and Services,Industrial Products,GS-30F-021AA,HARRISBURG,PA,7176485147,fchulick@stewart-amos.com,http://www.stewartamoseqpt.com,s
"SUPPLYFORCE.COM, LLC",Industrial Products and Services,Hardware and Tools,GS-21F-0117W,KING OF PRUSSIA,PA,5616449830,psmolchek@supplyforce.com,http://www.supplyforce.com,s
THE PITTSBURGH PAINTS CO.,Industrial Products and Services,Industrial Products,GS-21F-0062U,CRANBERRY TOWNSHIP,PA,910-515-0538,goltz@pittsburghpaints.com,http://www.ppgpaints.com,
"U.S. TAPE COMPANY, LLC",Industrial Products and Services,Hardware and Tools,GS-21F-107AA,PENNSBURG,PA,703-256-1500,arotruck@govtools.com,http://www.ustape.com,
UNITED COMMERCIAL SUPPLY LLC,Industrial Products and Services,Hardware and Tools,GS-21F-0041U,SOUTH PARK,PA,412-835-2690,sales@ucs-supply.com,http://www.ucs-supply.com,s
UNITED REMEDIATION TECHNOLOGY LLC,Industrial Products and Services,Cleaning Supplies,47QSMS24D008T,ETNA,PA,412-788-2444,rbarrett@unireminc.com,https://unireminc.com/,s
UNIVERSAL STEEL BUILDINGS CORP,Facilities,Structures,GS-07F-0312V,MC KEES ROCKS,PA,724-396-8269,jill@factoryusa.com,http://www.olympiabuildings.com,s
"VEOLIA WTS USA, INC.",Industrial Products and Services,Industrial Products,GS-07F-0227Y,FEASTERVILLE TREVOS,PA,(864)617-8072,paul.howland@veolia.com,,
VWR INTERNATIONAL LLC,Industrial Products and Services,Industrial Products,GS-07F-119CA,WAYNE,PA,800-932-5000,government@vwr.com,http://www.us.vwr.com,
